      pressure observation  flag
1438           1007.559998  b'Z'
1439           1007.520020  b'Z'
1440           1007.520020  b'Z'
1441           1007.469971  b'Z'
1442           1007.500000  b'Z'
1443           1007.489990  b'Z'
1444           1007.489990  b'Z'
1445           1007.479980  b'Z'
1446           1007.479980  b'Z'
1447           1007.460022  b'Z'
1448           1007.469971  b'Z'
1449           1007.479980  b'Z'
1450           1007.479980  b'Z'
1451           1007.479980  b'Z'
1452           1007.479980  b'Z'
1453           1007.450012  b'Z'
1454           1007.450012  b'Z'
1455           1007.460022  b'Z'
1456           1007.489990  b'Z'
1457           1007.489990  b'Z'
1458           1007.510010  b'Z'
1459           1007.549988  b'Z'
1460           1007.590027  b'Z'
1461           1007.669983  b'Z'
1462           1007.679993  b'Z'
1463           1007.690002  b'Z'
1464           1007.659973  b'Z'
1465           1007.669983  b'Z'
1466           1007.669983  b'Z'
1467           1007.679993  b'Z'
1468           1007.679993  b'Z'
1469           1007.669983  b'Z'
1470           1007.650024  b'Z'
1471           1007.650024  b'Z'
1472           1007.690002  b'Z'
1473           1007.700012  b'Z'
1474           1007.719971  b'Z'
1475           1007.729980  b'Z'
1476           1007.770020  b'Z'
1477           1007.799988  b'Z'
1478           1007.820007  b'Z'
1479           1007.840027  b'Z'
1480           1007.830017  b'Z'
1481           1007.830017  b'Z'
1482           1007.849976  b'Z'
1483           1007.849976  b'Z'
1484           1007.859985  b'Z'
1485           1007.849976  b'Z'
1486           1007.830017  b'Z'
1487           1007.820007  b'Z'
1488           1007.820007  b'Z'
1489           1007.789978  b'Z'
1490           1007.789978  b'Z'
1491           1007.789978  b'Z'
1492           1007.780029  b'Z'
1493           1007.760010  b'Z'
1494           1007.780029  b'Z'
1495           1007.780029  b'Z'
1496           1007.799988  b'Z'
1497           1007.799988  b'Z'
1498           1007.820007  b'Z'
1499           1007.820007  b'Z'
1500           1007.830017  b'Z'
1501           1007.840027  b'Z'
1502           1007.859985  b'Z'
1503           1007.890015  b'Z'
1504           1007.900024  b'Z'
1505           1007.909973  b'Z'
1506           1007.909973  b'Z'
1507           1007.919983  b'Z'
1508           1007.929993  b'Z'
1509           1007.909973  b'Z'
1510           1007.950012  b'Z'
1511           1007.969971  b'Z'
1512           1007.989990  b'Z'
1513           1007.989990  b'Z'
1514           1008.000000  b'Z'
1515           1008.039978  b'Z'
1516           1008.080017  b'Z'
1517           1008.099976  b'Z'
1518           1008.109985  b'Z'
1519           1008.130005  b'Z'
1520           1008.130005  b'Z'
1521           1008.130005  b'Z'
1522           1008.140015  b'Z'
1523           1008.109985  b'Z'
1524           1008.099976  b'Z'
1525           1008.090027  b'Z'
1526           1008.080017  b'Z'
1527           1008.090027  b'Z'
1528           1008.090027  b'Z'
1529           1008.090027  b'Z'
1530           1008.099976  b'Z'
1531           1008.099976  b'Z'
1532           1008.099976  b'Z'
1533           1008.119995  b'Z'
1534           1008.140015  b'Z'
1535           1008.140015  b'Z'
1536           1008.130005  b'Z'
1537           1008.099976  b'Z'
1538           1008.099976  b'Z'
1539           1008.099976  b'Z'
1540           1008.090027  b'Z'
1541           1008.090027  b'Z'
1542           1008.099976  b'Z'
1543           1008.109985  b'Z'
1544           1008.130005  b'Z'
1545           1008.130005  b'Z'
1546           1008.130005  b'Z'
1547           1008.140015  b'Z'
1548           1008.150024  b'Z'
1549           1008.150024  b'Z'
1550           1008.159973  b'Z'
1551           1008.179993  b'Z'
1552           1008.179993  b'Z'
1553           1008.190002  b'Z'
1554           1008.190002  b'Z'
1555           1008.210022  b'Z'
1556           1008.239990  b'Z'
1557           1008.289978  b'Z'
1558           1008.299988  b'Z'
1559           1008.299988  b'Z'
1560           1008.340027  b'Z'
1561           1008.380005  b'Z'
1562           1008.400024  b'Z'
1563           1008.450012  b'Z'
1564           1008.489990  b'Z'
1565           1008.510010  b'Z'
1566           1008.539978  b'Z'
1567           1008.570007  b'Z'
1568           1008.599976  b'Z'
1569           1008.630005  b'Z'
1570           1008.640015  b'Z'
1571           1008.679993  b'Z'
1572           1008.690002  b'Z'
1573           1008.710022  b'Z'
1574           1008.729980  b'Z'
1575           1008.750000  b'Z'
1576           1008.760010  b'Z'
1577           1008.760010  b'Z'
1578           1008.750000  b'Z'
1579           1008.739990  b'Z'
1580           1008.739990  b'Z'
1581           1008.729980  b'Z'
1582           1008.719971  b'Z'
1583           1008.729980  b'Z'
1584           1008.729980  b'Z'
1585           1008.750000  b'Z'
1586           1008.760010  b'Z'
1587           1008.780029  b'Z'
1588           1008.799988  b'Z'
1589           1008.809998  b'Z'
1590           1008.840027  b'Z'
1591           1008.869995  b'Z'
1592           1008.890015  b'Z'
1593           1008.919983  b'Z'
1594           1008.960022  b'Z'
1595           1009.000000  b'Z'
1596           1009.020020  b'Z'
1597           1009.030029  b'Z'
1598           1008.979980  b'Z'
1599           1008.989990  b'Z'
1600           1009.000000  b'Z'
1601           1009.000000  b'Z'
1602           1009.020020  b'Z'
1603           1009.039978  b'Z'
1604           1009.080017  b'Z'
1605           1009.099976  b'Z'
1606           1009.119995  b'Z'
1607           1009.150024  b'Z'
1608           1009.179993  b'Z'
1609           1009.159973  b'Z'
1610           1009.159973  b'Z'
1611           1009.150024  b'Z'
1612           1009.140015  b'Z'
1613           1009.130005  b'Z'
1614           1009.119995  b'Z'
1615           1009.130005  b'Z'
1616           1009.169983  b'Z'
1617           1009.179993  b'Z'
1618           1009.200012  b'Z'
1619           1009.219971  b'Z'
1620           1009.239990  b'Z'
1621           1009.229980  b'Z'
1622           1009.280029  b'Z'
1623           1009.309998  b'Z'
1624           1009.299988  b'Z'
1625           1009.320007  b'Z'
1626           1009.330017  b'Z'
1627           1009.349976  b'Z'
1628           1009.340027  b'Z'
1629           1009.349976  b'Z'
1630           1009.349976  b'Z'
1631           1009.349976  b'Z'
1632           1009.369995  b'Z'
1633           1009.409973  b'Z'
1634           1009.429993  b'Z'
1635           1009.469971  b'Z'
1636           1009.500000  b'Z'
1637           1009.530029  b'Z'
1638           1009.570007  b'Z'
1639           1009.619995  b'Z'
1640           1009.669983  b'Z'
1641           1009.729980  b'Z'
1642           1009.760010  b'Z'
1643           1009.789978  b'Z'
1644           1009.780029  b'Z'
1645           1009.799988  b'Z'
1646           1009.799988  b'Z'
1647           1009.799988  b'Z'
1648           1009.789978  b'Z'
1649           1009.809998  b'Z'
1650           1009.809998  b'Z'
1651           1009.830017  b'Z'
1652           1009.849976  b'Z'
1653           1009.840027  b'Z'
1654           1009.880005  b'Z'
1655           1009.880005  b'Z'
1656           1009.890015  b'Z'
1657           1009.880005  b'Z'
1658           1009.869995  b'Z'
1659           1009.859985  b'Z'
1660           1009.849976  b'Z'
1661           1009.840027  b'Z'
1662           1009.840027  b'Z'
1663           1009.840027  b'Z'
1664           1009.809998  b'Z'
1665           1009.809998  b'Z'
1666           1009.799988  b'Z'
1667           1009.799988  b'Z'
1668           1009.809998  b'Z'
1669           1009.849976  b'Z'
1670           1009.849976  b'Z'
1671           1009.890015  b'Z'
1672           1009.900024  b'Z'
1673           1009.900024  b'Z'
1674           1009.900024  b'Z'
1675           1009.890015  b'Z'
1676           1009.869995  b'Z'
1677           1009.880005  b'Z'
1678           1009.859985  b'Z'
1679           1009.880005  b'Z'
1680           1009.919983  b'Z'
1681           1009.929993  b'Z'
1682           1009.950012  b'Z'
1683           1009.960022  b'Z'
1684           1009.979980  b'Z'
1685           1010.000000  b'Z'
1686           1009.969971  b'Z'
1687           1009.969971  b'Z'
1688           1009.969971  b'Z'
1689           1009.969971  b'Z'
1690           1009.969971  b'Z'
1691           1009.969971  b'Z'
1692           1009.979980  b'Z'
1693           1010.000000  b'Z'
1694           1010.010010  b'Z'
1695           1010.010010  b'Z'
1696           1010.020020  b'Z'
1697           1010.030029  b'Z'
1698           1010.010010  b'Z'
1699           1010.010010  b'Z'
1700           1009.960022  b'Z'
1701           1009.940002  b'Z'
1702           1009.940002  b'Z'
1703           1009.919983  b'Z'
1704           1009.950012  b'Z'
1705           1009.940002  b'Z'
1706           1009.960022  b'Z'
1707           1009.989990  b'Z'
1708           1010.000000  b'Z'
1709           1009.989990  b'Z'
1710           1010.010010  b'Z'
1711           1010.000000  b'Z'
1712           1010.030029  b'Z'
1713           1010.059998  b'Z'
1714           1010.130005  b'Z'
1715           1010.130005  b'Z'
1716           1010.130005  b'Z'
1717           1010.119995  b'Z'
1718           1010.119995  b'Z'
1719           1010.140015  b'Z'
1720           1010.109985  b'Z'
1721           1010.130005  b'Z'
1722           1010.119995  b'Z'
1723           1010.109985  b'Z'
1724           1010.130005  b'Z'
1725           1010.099976  b'Z'
1726           1010.140015  b'Z'
1727           1010.119995  b'Z'
1728           1010.130005  b'Z'
1729           1010.150024  b'Z'
1730           1010.159973  b'Z'
1731           1010.159973  b'Z'
1732           1010.179993  b'Z'
1733           1010.169983  b'Z'
1734           1010.219971  b'Z'
1735           1010.179993  b'Z'
1736           1010.210022  b'Z'
1737           1010.260010  b'Z'
1738           1010.250000  b'Z'
1739           1010.369995  b'Z'
1740           1010.299988  b'Z'
1741           1010.299988  b'Z'
1742           1010.299988  b'Z'
1743           1010.299988  b'Z'
1744           1010.320007  b'Z'
1745           1010.330017  b'Z'
1746           1010.349976  b'Z'
1747           1010.359985  b'Z'
1748           1010.359985  b'Z'
1749           1010.380005  b'Z'
1750           1010.400024  b'Z'
1751           1010.400024  b'Z'
1752           1010.380005  b'K'
1753           1010.390015  b'K'
1754           1010.640015  b'K'
1755           1010.750000  b'K'
1756           1010.770020  b'K'
1757           1010.510010  b'K'
1758           1010.460022  b'K'
1759           1010.469971  b'Z'
1760           1010.440002  b'Z'
1761           1010.469971  b'Z'
1762           1010.460022  b'Z'
1763           1010.440002  b'Z'
1764           1010.440002  b'Z'
1765           1010.460022  b'Z'
1766           1010.469971  b'Z'
1767           1010.479980  b'Z'
1768           1010.500000  b'Z'
1769           1010.500000  b'Z'
1770           1010.500000  b'Z'
1771           1010.530029  b'Z'
1772           1010.500000  b'Z'
1773           1010.500000  b'Z'
1774           1010.489990  b'Z'
1775           1010.489990  b'Z'
1776           1010.479980  b'Z'
1777           1010.440002  b'Z'
1778           1010.400024  b'Z'
1779           1010.390015  b'Z'
1780           1010.369995  b'Z'
1781           1010.340027  b'Z'
1782           1010.340027  b'Z'
1783           1010.359985  b'Z'
1784           1010.330017  b'Z'
1785           1010.359985  b'Z'
1786           1010.349976  b'Z'
1787           1010.359985  b'Z'
1788           1010.380005  b'Z'
1789           1010.390015  b'Z'
1790           1010.390015  b'Z'
1791           1010.390015  b'Z'
1792           1010.390015  b'Z'
1793           1010.359985  b'Z'
1794           1010.380005  b'Z'
1795           1010.380005  b'Z'
1796           1010.390015  b'Z'
1797           1010.409973  b'Z'
1798           1010.440002  b'Z'
1799           1010.440002  b'Z'
1800           1010.450012  b'Z'
1801           1010.440002  b'Z'
1802           1010.419983  b'Z'
1803           1010.400024  b'Z'
1804           1010.369995  b'Z'
1805           1010.330017  b'Z'
1806           1010.309998  b'Z'
1807           1010.299988  b'Z'
1808           1010.299988  b'Z'
1809           1010.289978  b'Z'
1810           1010.289978  b'Z'
1811           1010.299988  b'Z'
1812           1010.289978  b'Z'
1813           1010.320007  b'Z'
1814           1010.270020  b'Z'
1815           1010.299988  b'Z'
1816           1010.289978  b'Z'
1817           1010.320007  b'Z'
1818           1010.289978  b'Z'
1819           1010.270020  b'Z'
1820           1010.250000  b'Z'
1821           1010.219971  b'Z'
1822           1010.229980  b'Z'
1823           1010.260010  b'Z'
1824           1010.229980  b'Z'
1825           1010.229980  b'Z'
1826           1010.239990  b'Z'
1827           1010.219971  b'Z'
1828           1010.239990  b'Z'
1829           1010.250000  b'Z'
1830           1010.250000  b'Z'
1831           1010.239990  b'Z'
1832           1010.210022  b'Z'
1833           1010.179993  b'Z'
1834           1010.150024  b'Z'
1835           1010.169983  b'Z'
1836           1010.140015  b'Z'
1837           1010.150024  b'Z'
1838           1010.109985  b'Z'
1839           1010.099976  b'Z'
1840           1010.099976  b'Z'
1841           1010.059998  b'Z'
1842           1010.030029  b'Z'
1843           1010.030029  b'Z'
1844           1010.000000  b'Z'
1845           1010.010010  b'Z'
1846           1010.000000  b'Z'
1847           1010.010010  b'Z'
1848           1010.039978  b'Z'
1849           1010.030029  b'Z'
1850           1010.010010  b'Z'
1851           1010.010010  b'Z'
1852           1009.989990  b'Z'
1853           1009.950012  b'Z'
1854           1009.940002  b'Z'
1855           1009.909973  b'Z'
1856           1009.909973  b'Z'
1857           1009.900024  b'Z'
1858           1009.919983  b'Z'
1859           1009.890015  b'Z'
1860           1009.890015  b'Z'
1861           1009.900024  b'Z'
1862           1009.869995  b'Z'
1863           1009.869995  b'Z'
1864           1009.859985  b'Z'
1865           1009.820007  b'Z'
1866           1009.869995  b'Z'
1867           1009.909973  b'Z'
1868           1009.890015  b'Z'
1869           1009.900024  b'Z'
1870           1009.909973  b'Z'
1871           1009.859985  b'Z'
1872           1009.900024  b'Z'
1873           1009.929993  b'Z'
1874           1009.909973  b'Z'
1875           1009.919983  b'Z'
1876           1009.900024  b'Z'
1877           1009.909973  b'Z'
1878           1009.890015  b'Z'
1879           1009.890015  b'Z'
1880           1009.859985  b'Z'
1881           1009.869995  b'Z'
1882           1009.840027  b'Z'
1883           1009.830017  b'Z'
1884           1009.780029  b'Z'
1885           1009.799988  b'Z'
1886           1009.770020  b'Z'
1887           1009.739990  b'Z'
1888           1009.750000  b'Z'
1889           1009.739990  b'Z'
1890           1009.700012  b'Z'
1891           1009.679993  b'Z'
1892           1009.669983  b'Z'
1893           1009.619995  b'Z'
1894           1009.599976  b'Z'
1895           1009.570007  b'Z'
1896           1009.539978  b'Z'
1897           1009.539978  b'Z'
1898           1009.539978  b'Z'
1899           1009.479980  b'Z'
1900           1009.469971  b'Z'
1901           1009.469971  b'Z'
1902           1009.479980  b'Z'
1903           1009.479980  b'Z'
1904           1009.460022  b'Z'
1905           1009.460022  b'Z'
1906           1009.419983  b'Z'
1907           1009.409973  b'Z'
1908           1009.380005  b'Z'
1909           1009.359985  b'Z'
1910           1009.340027  b'Z'
1911           1009.309998  b'Z'
1912           1009.289978  b'Z'
1913           1009.299988  b'Z'
1914           1009.260010  b'Z'
1915           1009.239990  b'Z'
1916           1009.229980  b'Z'
1917           1009.229980  b'Z'
1918           1009.190002  b'Z'
1919           1009.190002  b'Z'
1920           1009.179993  b'Z'
1921           1009.150024  b'Z'
1922           1009.210022  b'Z'
1923           1009.159973  b'Z'
1924           1009.190002  b'Z'
1925           1009.150024  b'Z'
1926           1009.119995  b'Z'
1927           1009.109985  b'Z'
1928           1009.119995  b'Z'
1929           1009.070007  b'Z'
1930           1009.070007  b'Z'
1931           1009.030029  b'Z'
1932           1009.010010  b'Z'
1933           1009.000000  b'Z'
1934           1008.989990  b'Z'
1935           1008.950012  b'Z'
1936           1008.979980  b'Z'
1937           1008.969971  b'Z'
1938           1008.940002  b'Z'
1939           1008.950012  b'Z'
1940           1008.890015  b'Z'
1941           1008.880005  b'Z'
1942           1008.890015  b'Z'
1943           1008.900024  b'Z'
1944           1008.900024  b'Z'
1945           1008.900024  b'Z'
1946           1008.900024  b'Z'
1947           1008.900024  b'Z'
1948           1008.900024  b'Z'
1949           1008.869995  b'Z'
1950           1008.849976  b'Z'
1951           1008.820007  b'Z'
1952           1008.789978  b'Z'
1953           1008.789978  b'Z'
1954           1008.750000  b'Z'
1955           1008.719971  b'Z'
1956           1008.710022  b'Z'
1957           1008.700012  b'Z'
1958           1008.700012  b'Z'
1959           1008.700012  b'Z'
1960           1008.690002  b'Z'
1961           1008.700012  b'Z'
1962           1008.690002  b'Z'
1963           1008.679993  b'Z'
1964           1008.659973  b'Z'
1965           1008.659973  b'Z'
1966           1008.630005  b'Z'
1967           1008.630005  b'Z'
1968           1008.619995  b'Z'
1969           1008.609985  b'Z'
1970           1008.609985  b'Z'
1971           1008.609985  b'Z'
1972           1008.590027  b'Z'
1973           1008.590027  b'Z'
1974           1008.570007  b'Z'
1975           1008.559998  b'Z'
1976           1008.549988  b'Z'
1977           1008.530029  b'Z'
1978           1008.500000  b'Z'
1979           1008.500000  b'Z'
1980           1008.500000  b'Z'
1981           1008.479980  b'Z'
1982           1008.450012  b'Z'
1983           1008.460022  b'Z'
1984           1008.460022  b'Z'
1985           1008.460022  b'Z'
1986           1008.450012  b'Z'
1987           1008.460022  b'Z'
1988           1008.479980  b'Z'
1989           1008.489990  b'Z'
1990           1008.500000  b'Z'
1991           1008.510010  b'Z'
1992           1008.500000  b'Z'
1993           1008.530029  b'Z'
1994           1008.549988  b'Z'
1995           1008.559998  b'Z'
1996           1008.580017  b'Z'
1997           1008.599976  b'Z'
1998           1008.630005  b'Z'
1999           1008.619995  b'Z'
2000           1008.640015  b'Z'
2001           1008.630005  b'Z'
2002           1008.650024  b'Z'
2003           1008.650024  b'Z'
2004           1008.669983  b'Z'
2005           1008.630005  b'Z'
2006           1008.619995  b'Z'
2007           1008.630005  b'Z'
2008           1008.650024  b'Z'
2009           1008.700012  b'Z'
2010           1008.710022  b'Z'
2011           1008.719971  b'Z'
2012           1008.739990  b'Z'
2013           1008.799988  b'Z'
2014           1008.799988  b'Z'
2015           1008.809998  b'Z'
2016           1008.809998  b'Z'
2017           1008.820007  b'Z'
2018           1008.830017  b'Z'
2019           1008.840027  b'Z'
2020           1008.830017  b'Z'
2021           1008.849976  b'Z'
2022           1008.859985  b'Z'
2023           1008.849976  b'Z'
2024           1008.859985  b'Z'
2025           1008.859985  b'Z'
2026           1008.890015  b'Z'
2027           1008.840027  b'Z'
2028           1008.880005  b'Z'
2029           1008.849976  b'Z'
2030           1008.859985  b'Z'
2031           1008.890015  b'Z'
2032           1008.900024  b'Z'
2033           1008.869995  b'Z'
2034           1008.880005  b'Z'
2035           1008.859985  b'Z'
2036           1008.840027  b'Z'
2037           1008.830017  b'Z'
2038           1008.840027  b'Z'
2039           1008.849976  b'Z'
2040           1008.830017  b'Z'
2041           1008.820007  b'Z'
2042           1008.849976  b'Z'
2043           1008.859985  b'Z'
2044           1008.880005  b'Z'
2045           1008.900024  b'Z'
2046           1008.880005  b'Z'
2047           1008.900024  b'Z'
2048           1008.929993  b'Z'
2049           1008.919983  b'Z'
2050           1008.940002  b'Z'
2051           1008.950012  b'Z'
2052           1008.979980  b'Z'
2053           1008.989990  b'Z'
2054           1009.000000  b'Z'
2055           1009.000000  b'Z'
2056           1009.000000  b'Z'
2057           1008.989990  b'Z'
2058           1008.969971  b'Z'
2059           1008.950012  b'Z'
2060           1008.929993  b'Z'
2061           1008.929993  b'Z'
2062           1008.909973  b'Z'
2063           1008.909973  b'Z'
2064           1008.900024  b'Z'
2065           1008.919983  b'Z'
2066           1008.909973  b'K'
2067           1008.919983  b'K'
2068           1008.950012  b'K'
2069           1009.179993  b'K'
2070           1009.200012  b'K'
2071           1009.219971  b'K'
2072           1009.260010  b'K'
2073           1009.270020  b'K'
2074           1009.270020  b'K'
2075           1009.289978  b'K'
2076           1009.229980  b'K'
2077           1009.210022  b'K'
2078           1009.270020  b'K'
2079           1009.210022  b'K'
2080           1009.020020  b'K'
2081           1008.989990  b'K'
2082           1008.969971  b'K'
2083           1009.000000  b'K'
2084           1009.010010  b'K'
2085           1009.039978  b'K'
2086           1009.049988  b'K'
2087           1009.059998  b'K'
2088           1009.059998  b'K'
2089           1009.059998  b'K'
2090           1009.059998  b'K'
2091           1009.030029  b'K'
2092           1009.219971  b'K'
2093           1009.299988  b'K'
2094           1009.340027  b'K'
2095           1009.359985  b'K'
2096           1009.369995  b'K'
2097           1009.390015  b'K'
2098           1009.380005  b'K'
2099           1009.330017  b'K'
2100           1009.349976  b'K'
2101           1009.400024  b'K'
2102           1009.320007  b'K'
2103           1009.150024  b'K'
2104           1009.159973  b'K'
2105           1009.169983  b'K'
2106           1009.210022  b'K'
2107           1009.210022  b'K'
2108           1009.250000  b'K'
2109           1009.250000  b'K'
2110           1009.309998  b'K'
2111           1009.330017  b'K'
2112           1009.309998  b'K'
2113           1009.369995  b'K'
2114           1009.549988  b'K'
2115           1009.619995  b'K'
2116           1009.679993  b'K'
2117           1009.650024  b'K'
2118           1009.690002  b'K'
2119           1009.710022  b'K'
2120           1009.710022  b'K'
2121           1009.729980  b'K'
2122           1009.700012  b'K'
2123           1009.630005  b'K'
2124           1009.640015  b'K'
2125           1008.929993  b'K'
2126           1007.770020  b'K'
2127           1007.940002  b'K'
2128           1007.719971  b'K'
2129           1007.700012  b'K'
2130           1007.690002  b'K'
2131           1007.640015  b'K'
2132           1007.619995  b'K'
2133           1007.619995  b'K'
2134           1007.960022  b'K'
2135           1007.710022  b'K'
2136           1007.900024  b'K'
2137           1007.650024  b'K'
2138           1007.739990  b'K'
2139           1008.130005  b'K'
2140           1008.210022  b'K'
2141           1007.820007  b'K'
2142           1007.859985  b'K'
2143           1007.890015  b'K'
2144           1007.919983  b'K'
2145           1007.960022  b'K'
2146           1007.989990  b'K'
2147           1008.010010  b'K'
2148           1008.000000  b'K'
2149           1008.000000  b'K'
2150           1007.969971  b'K'
2151           1008.049988  b'K'
2152           1008.159973  b'K'
2153           1007.940002  b'K'
2154           1008.090027  b'K'
2155           1007.909973  b'K'
2156           1007.929993  b'K'
2157           1008.010010  b'K'
2158           1008.200012  b'K'
2159           1008.020020  b'K'
2160           1008.109985  b'K'
2161           1008.140015  b'K'
2162           1008.179993  b'K'
2163           1008.179993  b'K'
2164           1008.179993  b'K'
2165           1008.179993  b'K'
2166           1008.690002  b'K'
2167           1008.409973  b'K'
2168           1008.210022  b'K'
2169           1008.280029  b'K'
2170           1008.380005  b'K'
2171           1008.530029  b'K'
2172           1008.280029  b'K'
2173           1008.309998  b'K'
2174           1008.489990  b'K'
2175           1008.349976  b'K'
2176           1008.770020  b'K'
2177           1008.309998  b'K'
2178           1008.479980  b'K'
2179           1008.489990  b'K'
2180           1008.299988  b'K'
2181           1008.229980  b'K'
2182           1008.239990  b'K'
2183           1008.409973  b'K'
2184           1008.429993  b'K'
2185           1008.320007  b'K'
2186           1008.280029  b'K'
2187           1008.539978  b'K'
2188           1008.590027  b'K'
2189           1008.599976  b'K'
2190           1008.700012  b'K'
2191           1008.719971  b'K'
2192           1008.719971  b'K'
2193           1008.929993  b'K'
2194           1008.609985  b'K'
2195           1008.580017  b'K'
2196           1008.710022  b'K'
2197           1008.880005  b'K'
2198           1008.609985  b'K'
2199           1008.900024  b'K'
2200           1008.979980  b'K'
2201           1008.640015  b'K'
2202           1009.219971  b'K'
2203           1008.599976  b'K'
2204           1009.010010  b'K'
2205           1008.799988  b'K'
2206           1008.900024  b'K'
2207           1008.859985  b'K'
2208           1009.030029  b'K'
2209           1009.030029  b'K'
2210           1009.140015  b'K'
2211           1009.190002  b'K'
2212           1009.229980  b'K'
2213           1009.260010  b'K'
2214           1009.080017  b'K'
2215           1009.130005  b'K'
2216           1009.150024  b'K'
2217           1009.299988  b'K'
2218           1009.349976  b'K'
2219           1009.250000  b'K'
2220           1009.099976  b'K'
2221           1009.150024  b'K'
2222           1009.390015  b'K'
2223           1009.650024  b'K'
2224           1010.400024  b'K'
2225           1010.330017  b'K'
2226           1010.440002  b'K'
2227           1010.500000  b'K'
2228           1010.580017  b'K'
2229           1010.739990  b'K'
2230           1010.599976  b'K'
2231           1010.530029  b'K'
2232           1010.289978  b'K'
2233           1010.299988  b'K'
2234           1010.299988  b'K'
2235           1010.309998  b'K'
2236           1010.590027  b'K'
2237           1010.780029  b'K'
2238           1010.549988  b'K'
2239           1010.419983  b'K'
2240           1010.590027  b'K'
2241           1010.580017  b'K'
2242           1010.460022  b'K'
2243           1010.500000  b'K'
2244           1010.500000  b'K'
2245           1010.700012  b'K'
2246           1010.559998  b'K'
2247           1010.909973  b'K'
2248           1010.929993  b'K'
2249           1011.809998  b'K'
2250           1010.989990  b'K'
2251           1011.030029  b'K'
2252           1011.049988  b'K'
2253           1010.969971  b'K'
2254           1010.859985  b'K'
2255           1011.070007  b'K'
2256           1011.070007  b'K'
2257           1010.820007  b'K'
2258           1010.830017  b'K'
2259           1010.969971  b'K'
2260           1010.739990  b'K'
2261           1010.979980  b'K'
2262           1011.000000  b'K'
2263           1010.989990  b'K'
2264           1010.799988  b'K'
2265           1010.799988  b'K'
2266           1010.809998  b'K'
2267           1010.820007  b'K'
2268           1010.840027  b'K'
2269           1011.179993  b'K'
2270           1011.090027  b'K'
2271           1010.909973  b'K'
2272           1010.940002  b'K'
2273           1010.979980  b'K'
2274           1011.010010  b'K'
2275           1011.369995  b'K'
2276           1011.229980  b'K'
2277           1011.200012  b'K'
2278           1011.330017  b'K'
2279           1011.070007  b'K'
2280           1011.020020  b'K'
2281           1011.349976  b'K'
2282           1011.239990  b'K'
2283           1011.080017  b'K'
2284           1011.090027  b'K'
2285           1011.309998  b'K'
2286           1011.119995  b'K'
2287           1011.330017  b'K'
2288           1011.309998  b'K'
2289           1011.580017  b'K'
2290           1011.299988  b'K'
2291           1010.270020  b'K'
2292           1010.739990  b'K'
2293           1012.130005  b'K'
2294           1012.159973  b'K'
2295           1012.169983  b'K'
2296           1012.179993  b'K'
2297           1012.210022  b'K'
2298           1012.210022  b'K'
2299           1012.239990  b'K'
2300           1012.260010  b'K'
2301           1012.280029  b'K'
2302           1012.289978  b'K'
2303           1012.289978  b'K'
2304           1012.340027  b'K'
2305           1011.200012  b'K'
2306           1010.539978  b'K'
2307           1011.080017  b'K'
2308           1011.719971  b'K'
2309           1011.739990  b'K'
2310           1011.650024  b'K'
2311           1011.659973  b'K'
2312           1011.909973  b'K'
2313           1011.919983  b'K'
2314           1012.059998  b'K'
2315           1011.840027  b'K'
2316           1011.789978  b'K'
2317           1011.789978  b'K'
2318           1012.010010  b'K'
2319           1012.429993  b'K'
2320           1012.429993  b'K'
2321           1012.429993  b'K'
2322           1012.489990  b'K'
2323           1012.520020  b'K'
2324           1012.599976  b'K'
2325           1012.599976  b'K'
2326           1012.619995  b'K'
2327           1012.619995  b'K'
2328           1012.599976  b'K'
2329           1012.549988  b'K'
2330           1012.469971  b'K'
2331           1012.479980  b'K'
2332           1012.489990  b'K'
2333           1012.489990  b'K'
2334           1012.460022  b'K'
2335           1012.469971  b'K'
2336           1012.380005  b'K'
2337           1012.369995  b'K'
2338           1012.390015  b'K'
2339           1012.409973  b'K'
2340           1012.400024  b'K'
2341           1012.450012  b'K'
2342           1012.409973  b'K'
2343           1012.479980  b'K'
2344           1012.469971  b'K'
2345           1012.400024  b'K'
2346           1012.479980  b'K'
2347           1012.510010  b'K'
2348           1012.570007  b'K'
2349           1012.549988  b'K'
2350           1012.580017  b'K'
2351           1012.570007  b'K'
2352           1012.590027  b'K'
2353           1012.580017  b'K'
2354           1012.559998  b'K'
2355           1012.539978  b'K'
2356           1012.549988  b'K'
2357           1012.539978  b'K'
2358           1012.539978  b'K'
2359           1012.530029  b'K'
2360           1012.530029  b'K'
2361           1012.570007  b'K'
2362           1012.570007  b'K'
2363           1012.559998  b'K'
2364           1012.559998  b'K'
2365           1012.530029  b'K'
2366           1012.539978  b'K'
2367           1012.520020  b'K'
2368           1012.559998  b'K'
2369           1012.549988  b'K'
2370           1012.539978  b'K'
2371           1012.549988  b'K'
2372           1012.549988  b'K'
2373           1012.570007  b'K'
2374           1012.590027  b'K'
2375           1012.570007  b'K'
2376           1012.559998  b'K'
2377           1012.549988  b'K'
2378           1012.549988  b'K'
2379           1012.539978  b'K'
2380           1012.549988  b'K'
2381           1012.520020  b'K'
2382           1012.609985  b'K'
2383           1012.700012  b'K'
2384           1012.719971  b'K'
2385           1012.710022  b'K'
2386           1012.690002  b'K'
2387           1012.659973  b'K'
2388           1012.640015  b'K'
2389           1012.630005  b'K'
2390           1012.659973  b'K'
2391           1012.650024  b'K'
